model,fs_method,k,accuracy,fmeasure,precision,recall,roc
knn,tree,36,0.5716608594657375,0.5688838899584988,0.5767351688642937,0.5716608594657375,0.6228120449344706
rf,tree,36,0.7072009291521486,0.7033334006019645,0.7185426034777936,0.7072009291521486,0.7912346577907219
dt,tree,36,0.6455284552845528,0.6389649361912418,0.6745233350097445,0.6455284552845528,0.644057624297899
lr,var,36,0.6447154471544716,0.6364175927753838,0.6580039441085137,0.6447154471544716,0.7061202413147493
nb,var,36,0.5997677119628338,0.5964560998970432,0.6169173754645654,0.5997677119628338,0.6712429789889744
knn,var,36,0.5277584204413474,0.5268745623822197,0.5309599373972208,0.5277584204413474,0.5603318077803203
rf,var,36,0.6738675958188154,0.6680788320687416,0.6942254727463787,0.6738675958188154,0.7560084252132306
dt,var,36,0.6400696864111499,0.6354277165771717,0.6526838528849632,0.6400696864111499,0.6393811108799667
lr,lrs,36,0.6780487804878048,0.6708341147288962,0.7000416182733256,0.6780487804878048,0.7675119617224879
nb,lrs,36,0.6428571428571429,0.6360909622268014,0.6658592771427368,0.6428571428571429,0.7488714374869981
knn,lrs,36,0.6392566782810685,0.6387471925925481,0.6431686312061096,0.6392566782810685,0.667784480965259
rf,lrs,36,0.6879210220673635,0.6826162673090173,0.7029754432166946,0.6879210220673635,0.7692890576242979
dt,lrs,36,0.6353077816492451,0.6251166731321607,0.6676224642452353,0.6353077816492451,0.6362044934470564
lr,rfe,36,0.6876887340301974,0.6807550121809394,0.7070268707289613,0.6876887340301974,0.751176409402954
nb,rfe,36,0.6335656213704994,0.6246330296157033,0.6522215254008793,0.6335656213704994,0.7542604535053047
knn,rfe,36,0.5667828106852497,0.560797979433918,0.5685340110327257,0.5667828106852497,0.6156386519658831
rf,rfe,36,0.6878048780487804,0.6815873502567185,0.7046877236245497,0.6878048780487804,0.7809101310588724
dt,rfe,36,0.6738675958188154,0.6659910259773987,0.7011931350142439,0.6738675958188154,0.6722456833784065
lr,bor,36,0.6730545876887339,0.6679724389601681,0.6873212102118889,0.6730545876887339,0.724088828791346
nb,bor,36,0.6334494773519165,0.6243157431779767,0.6523173922763169,0.6334494773519165,0.7441065113376326
knn,bor,36,0.5868757259001162,0.5834798212583009,0.5942099798646654,0.5868757259001162,0.6327220719783649
rf,bor,36,0.7123112659698025,0.7067950094466792,0.7346700081362922,0.7123112659698025,0.7796962762637819
dt,bor,36,0.6070847851335657,0.6015295856220416,0.6244466996975007,0.6070847851335657,0.6061992926981485
lr,lass,36,0.7498257839721254,0.744537866893581,0.7788753982074456,0.7498257839721254,0.8265123777824007
nb,lass,36,0.6673635307781649,0.645171020089341,0.6925722446334946,0.6673635307781649,0.7577543166215934
knn,lass,36,0.6678281068524972,0.6669746979767734,0.6779827864498847,0.6678281068524972,0.7008185978780943
rf,lass,36,0.7403019744483158,0.7303329254391495,0.7788784095367978,0.7403019744483158,0.8177023091325151
dt,lass,36,0.6972125435540069,0.6901278248868086,0.7224231135036696,0.6972125435540069,0.700248595797795
lr,muin,36,0.6876887340301974,0.6832625617239192,0.7004461577373728,0.6876887340301974,0.7500280840441024
nb,muin,36,0.6189314750290361,0.6113679124963886,0.6488578842693651,0.6189314750290361,0.7391782816725608
knn,muin,36,0.648432055749129,0.6467794264434384,0.6517540520027683,0.648432055749129,0.6750114416475972
rf,muin,36,0.7170731707317073,0.7121940195038682,0.7354877757961944,0.7170731707317073,0.7629956313709174
dt,muin,36,0.6398373983739838,0.6266259765503202,0.6741474581348976,0.6398373983739838,0.6371624713958809
lr,chi,36,0.6634146341463414,0.6611969591888104,0.6771637865162171,0.6634146341463414,0.7560079051383399
nb,chi,36,0.6384436701509872,0.6259725914781414,0.657535999414733,0.6384436701509872,0.7524360307884336
